conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,89E+18;Tue Feb 25 02:03:05 +0000 2025;0;Keren banget liat Indonesia bareng-bareng dukung pembekalan kepala daerah anggaran tetap efektif kita tetep maju #EfisiensiAnggaran https://t.co/GX5oBH0HzS;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1894206385929203712/pu/img/mxm80zEc06XeYdgv.jpg;;in;;0;0;0;https://x.com/kaeryinayu/status/1894206450052075707;501204860;kaeryinayu
1,89E+18;Tue Feb 25 01:56:06 +0000 2025;2;Retret kepala daerah itu langkah tepat efisien anggaran tetep jalan semua guyub rukun kompak! #EfisiensiAnggaran https://t.co/qKnvhLTgK7;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1894204652805394434/pu/img/cCOEu7bpoVBRnmT4.jpg;;in;;0;0;0;https://x.com/alumgi/status/1894204693808910708;449753336;alumgi
1,89E+18;Tue Feb 25 01:56:01 +0000 2025;1;Pembekalan kepala daerah gak ganggu anggaran malah bikin semua makin sinergi dan efisien semangat! #EfisiensiAnggaran https://t.co/ZG5WL9EkfD;1,89E+18;https://pbs.twimg.com/media/GkmRGAqbQAA-LsR.jpg;;in;;0;0;0;https://x.com/yjuniicy/status/1894204674859045222;1917057745;yjuniicy
1,89E+18;Tue Feb 25 01:55:27 +0000 2025;0;Setuju banget dengan pembekalan kepala daerah ini cara pemerintah dukung kita lebih maju lagi #EfisiensiAnggaran https://t.co/REWO1fjf9R;1,89E+18;https://pbs.twimg.com/media/GkmQ-enbkAALnBA.jpg;;in;;0;0;0;https://x.com/pawsiet/status/1894204530696335563;7,67E+17;pawsiet
1,89E+18;Tue Feb 25 01:53:01 +0000 2025;0;Gak ada alasan buat gak dukung retret kepala daerah yang bantu kebijakan anggaran tetep efisien mantap! #EfisiensiAnggaran https://t.co/os6UUjgzI9;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1894203880264929282/pu/img/agrpAvBBaSHRcAI7.jpg;;in;;0;0;0;https://x.com/svlays/status/1894203918269518013;3472431014;svlays
1,89E+18;Tue Feb 25 01:53:00 +0000 2025;0;Masyarakat mendukung? Jelas iya dong buat Indonesia yang lebih keren dan tertata! #EfisiensiAnggaran https://t.co/MU1H7PVRlb;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1894203874602618885/pu/img/EuE_GkfoEJ6wQj03.jpg;;in;RP, MM.;0;0;0;https://x.com/tocbely/status/1894203912556875967;7,07E+17;tocbely
1,89E+18;Tue Feb 25 01:50:39 +0000 2025;0;Salut buat semua rakyat yg kompak dukung pemerintah buat pembekalan kepala daerah demi kemajuan kita bareng #EfisiensiAnggaran https://t.co/yQqRrgzBAW;1,89E+18;https://pbs.twimg.com/media/GkmP4M0XIAAWb3B.jpg;;in;;0;0;0;https://x.com/iirenwe/status/1894203324687159315;8,63E+17;iirenwe
1,89E+18;Tue Feb 25 01:50:38 +0000 2025;0;Masyarakat Indonesia solid banget tetap mendukung kebijakan pemerintah &amp;;;;;;;;;;;
1,89E+18;Tue Feb 25 01:13:49 +0000 2025;270;Retret Kepala Daerah Tidak Mengganggu Kebijakan Efesiensi Anggaran #EfisiensiAnggaran https://t.co/WfpR5KzZdL;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1894193086198124544/pu/img/caA-o1FG7cAodTnT.jpg;;in;Situbondo;0;268;268;https://x.com/dheppylovelly/status/1894194052666724805;734758892;dheppylovelly
1,89E+18;Tue Feb 25 01:09:48 +0000 2025;277;Retret Kepala Daerah Tidak Mengganggu Kebijakan Efesiensi Anggaran #EfisiensiAnggaran https://t.co/tQ8fWYfHLr;1,89E+18;https://pbs.twimg.com/media/GkmGhclXYAA8pCv.jpg;;in;Situbondo;0;278;275;https://x.com/dheppylovelly/status/1894193043764633783;734758892;dheppylovelly
1,89E+18;Mon Feb 24 14:18:59 +0000 2025;1;EFISIENSI anggaran pendidikan jangan mengabaikan hak-hak aktor utama penggerak sektor pendidikan yaitu guru dosen dan tenaga kependidikan. #EfisiensiAnggaran #Pendidikan #TenagaPendidik #guru #dosen #ugm https://t.co/AWfi2bOKrO;1,89E+18;;;in;;0;0;0;https://x.com/NusantaraB16913/status/1894029261280792877;1,89E+18;NusantaraB16913
1,89E+18;Mon Feb 24 10:14:46 +0000 2025;3;PKB @dpp_pkb @Snpranaputra ingatkan kementerian IMIPAS soal kerusakan alat pengaman di Lapas jangan sampai efisiensi anggaran menyababkan tidak terbenahi! #PKB #lapas #efisiensianggaran https://t.co/IQA5QhkCEp;1,89E+18;https://pbs.twimg.com/media/Gki5qGHbwAALM4a.jpg;;in;Indonesia;0;0;1;https://x.com/voiceofpkb/status/1893967801804595557;68089986;voiceofpkb
1,89E+18;Mon Feb 24 09:52:32 +0000 2025;0;Pemkab Batang minta ASN sikapi positif kebijakan efisiensi anggaran #efisiensianggaran #beritaterkini https://t.co/8ZTcm3JDAi;1,89E+18;;;in;Jawa Tengah;0;0;0;https://x.com/ANTARA_JATENG/status/1893962203818344866;1,59E+18;ANTARA_JATENG
1,89E+18;Mon Feb 24 08:35:51 +0000 2025;1;Usut sampe tuntas!! tegakkan keadilan secara profesional kepada kebenaran jangan sampai ada korban lagi yang muncul #usutmayapada #mayapadacurang #IndonesiaGelap #daruratpendidikan #efisiensianggaran https://t.co/yBrVgQ1ow0;1,89E+18;https://pbs.twimg.com/media/GkijBxkW4AAeOlc.jpg;;in;Kota Palembang, Sumatera Selat;0;2;0;https://x.com/goniharis_08/status/1893942905233944624;1,85E+18;goniharis_08
1,89E+18;Mon Feb 24 08:33:54 +0000 2025;1;Usut sampe tuntas!! tegakkan keadilan secara profesional kepada kebenaran jangan sampai ada korban lagi yang muncul #usutmayapada #mayapadacurang #daruratpendidikan #efisiensianggaran https://t.co/pl4Rso7Zw3;1,89E+18;https://pbs.twimg.com/media/GkiilEkXIAE35ob.jpg;;in;Kalimantan Barat, Indonesia;0;4;0;https://x.com/Firrzrvi_13/status/1893942416475877813;1,82E+18;Firrzrvi_13
1,89E+18;Mon Feb 24 08:22:20 +0000 2025;1;#konteksnews - Kementerian Perumahan Kawasan Pemukiman (PKP) meluncurkan logo baru pada 21 Februari 2025 di Auditorium Kementerian Pekerjaan Umum (PU) Jakarta. #kementerianpu #kementerianpupr #efisiensianggaran #launchinglogo #launching #seremonial #ceremonial #dewa19 #band https://t.co/NRRxFHAjeO;1,89E+18;https://pbs.twimg.com/amplify_video_thumb/1893939379845873664/img/dCAFEnsesBtJciqt.jpg;;in;DKI Jakarta;0;0;1;https://x.com/kontekscoid/status/1893939507528978685;1,57E+18;kontekscoid
1,89E+18;Mon Feb 24 05:35:08 +0000 2025;0;@liputan6dotcom Mantab pak Gub semoga ditiru oleh kepala daerah lain. #efisiensiuntukbangsa #EfisiensiAnggaran;1,89E+18;;liputan6dotcom;in;Purbalingga, Indonesia;0;0;0;https://x.com/SatriaLinggaJa1/status/1893897427276513616;1,47E+18;SatriaLinggaJa1
1,89E+18;Mon Feb 24 03:11:05 +0000 2025;4;Senin 24 Januari 2025 - Apel pagi lingkup Badan Mutu KKP yang diikuti seluruh UPT. Dilanjutkan briefing pagi dalam pelaksanaan tugas dan fungsi. #PanganBiru #2025KKPRiseTogether #EkonomiBiruUntukIndonesiaEmas #SaktiWahyuTrenggono #EfisiensiAnggaran https://t.co/camQyoNw64;1,89E+18;https://pbs.twimg.com/media/GkhYs_ibcAASPS4.jpg;;in;YOGYAKARTA;0;0;0;https://x.com/BadanMutuJogja/status/1893861176347390151;2388374748;BadanMutuJogja
1,89E+18;Mon Feb 24 02:50:00 +0000 2025;0;Efisiensi Anggaran Berpotensi Turunkan Pendapatan Jakarta #efisiensi #senin #anggaran #jakarta #efisiensianggaran #bpkd #pad #beritanasional https://t.co/UxL0A2eR4a;1,89E+18;;;in;;0;0;0;https://x.com/NasionalBerita_/status/1893855870418874471;1,77E+18;NasionalBerita_
1,89E+18;Sun Feb 23 12:26:47 +0000 2025;0;Dengan kebijakan efisiensi pemerintah dapat mengalokasikan dana secara optimal untuk program prioritas meningkatkan layanan publik dan menutup celah korupsi.#EfisiensiAnggaran #InfoAPBN #APBN2025 https://t.co/LuuGn4i1Id;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1893638546352975872/pu/img/OjtUbloO5aEQPjCP.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893638635561320940;1,87E+18;Meme_Pemerintah
1,89E+18;Sun Feb 23 12:25:35 +0000 2025;0;Dengan kebijakan efisiensi pemerintah dapat mengalokasikan dana secara optimal untuk program prioritas meningkatkan layanan publik dan menutup celah korupsi.#EfisiensiAnggaran #InfoAPBN #APBN2025 https://t.co/MabrfEFzqG;1,89E+18;https://pbs.twimg.com/media/GkeOB0ybwAA2dBv.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893638333378486297;1,87E+18;Meme_Pemerintah
1,89E+18;Sun Feb 23 12:25:11 +0000 2025;1;Dengan kebijakan efisiensi pemerintah dapat mengalokasikan dana secara optimal untuk program prioritas meningkatkan layanan publik dan menutup celah korupsi.#EfisiensiAnggaran #InfoAPBN #APBN2025 https://t.co/W3eMi7vx7t;1,89E+18;https://pbs.twimg.com/media/GkeN78baIAAthuq.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893638232409055402;1,87E+18;Meme_Pemerintah
1,89E+18;Sun Feb 23 12:16:04 +0000 2025;4;Demi efisiensi anggaran presiden negara ini rela memangkas gajinya sendiri hingga ratusan juta rupiah! Bukan cuma itu ratusan pejabat juga kena imbasnya. #wartaekonomi #efisiensianggaran #pemotongangaji #presiden https://t.co/6n208p5sBl;1,89E+18;https://pbs.twimg.com/media/GkeL09WaEAAEiCo.jpg;;in;Jakarta, Indonesia;0;2;1;https://x.com/WartaEkonomi/status/1893635939450196084;30617522;WartaEkonomi
1,89E+18;Sun Feb 23 08:02:29 +0000 2025;0;Pemerintah Pastikan Anggaran Beasiswa KIP 2025 Tidak Terkena Pemotongan #IndonesiaEmas #EfisiensiAnggaran https://t.co/E4N6a3fjEb;1,89E+18;https://pbs.twimg.com/media/GkdRyuOWwAA3ovs.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1893572122464657565;1,50E+18;safiraput_ri
1,89E+18;Sun Feb 23 08:02:18 +0000 2025;0;Ditengah Kebijakan Efisiensi Anggaran Pendidikan dan Kesejahteraan Tetap Prioritas #IndonesiaEmas #EfisiensiAnggaran https://t.co/OnI2pllw3t;1,89E+18;https://pbs.twimg.com/media/GkdRwq5aoAAKmg-.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1893572075601715679;1,50E+18;safiraput_ri
1,89E+18;Sun Feb 23 08:02:09 +0000 2025;0;Menkeu Tegaskan Efisiensi Anggaran Tanpa Mengorbankan Akses Pendidikan dan Kesejahteraan Tenaga Honorer #IndonesiaEmas #EfisiensiAnggaran https://t.co/Lmy256KQH5;1,89E+18;https://pbs.twimg.com/media/GkdRumhaoAAwPEq.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1893572040520802499;1,50E+18;safiraput_ri
1,89E+18;Sun Feb 23 08:02:02 +0000 2025;0;Efisiensi Anggaran : Langkah Cerdas Untuk Meningkatkan Kinerja Fiskal #IndonesiaEmas #EfisiensiAnggaran https://t.co/k6QS1vonMc;1,89E+18;https://pbs.twimg.com/media/GkdRszWXoAAGEFQ.jpg;;in;;0;0;0;https://x.com/safiraput_ri/status/1893572009050939470;1,50E+18;safiraput_ri
1,89E+18;Sun Feb 23 05:20:54 +0000 2025;0;Hinca Pandjaitan: Sebagai negara hukum Demokrat dukung efisiensi anggaran! Pengelolaan anggaran harus transparan &amp;;;;;;;;;;;
1,89E+18;Sun Feb 23 05:14:04 +0000 2025;0;Jangan sampai ada korban lagi!! Usut tuntas kasus Maya pada #MayapadaCurang #mayapada #IndonesiaGelap #efisiensianggaran #fypシ #daruratpendidikan https://t.co/TxcgjTpogd;1,89E+18;https://pbs.twimg.com/media/GkcrQt1WkAAX4R_.jpg;;in;Kota Palembang, Sumatera Selat;0;3;0;https://x.com/goniharis_08/status/1893529737173090309;1,85E+18;goniharis_08
1,89E+18;Sun Feb 23 05:11:30 +0000 2025;0;Jangan sampai ada korban lagi!! Usut tuntas kasus Maya pada #MayapadaCurang #tedsioeng #fypシ #viral #IndonesiaGelap #efisiensianggaran https://t.co/AXpdhtijYK;1,89E+18;https://pbs.twimg.com/media/GkcqrShbsAA5nUJ.jpg;;in;Kalimantan Barat, Indonesia;0;0;0;https://x.com/Firrzrvi_13/status/1893529094286971355;1,82E+18;Firrzrvi_13
1,89E+18;Sun Feb 23 05:10:14 +0000 2025;0;Usut sampe tuntas!! tegakkan keadilan secara profesional kepada kebenaran jangan sampai ada korban lagi yang muncul #usutmayapada #mayapadacurang #MayapadaCurang #usuttuntasmayapada #tedsioeng #fyp #viral #trend #daruratpendidikan #kaburajadulu #efisiensianggaran https://t.co/AnJSBjIp2X;1,89E+18;https://pbs.twimg.com/media/GkcqYh_aoAEnNA4.jpg;;in;Kalimantan Barat, Indonesia;0;0;0;https://x.com/Firrzrvi_13/status/1893528772751827318;1,82E+18;Firrzrvi_13
1,89E+18;Sun Feb 23 04:36:53 +0000 2025;13;Bantuan untuk PTN tetap dianggarkan Komisi X DPR RI tegaskan UKT tidak naik! @dpp_pkb #PKB #UKT #efisiensianggaran https://t.co/VERGo2HzKD;1,89E+18;https://pbs.twimg.com/media/Gkciv5YaoAEtXVF.jpg;;in;Indonesia;0;0;4;https://x.com/voiceofpkb/status/1893520383514681505;68089986;voiceofpkb
1,89E+18;Sun Feb 23 00:41:05 +0000 2025;0;#EfisiensiAnggaran #psi Penghematan Rp 750 Triliun PSI: Rencana yang Perlu untuk Indonesia Maju https://t.co/9vO9UHLlsY;1,89E+18;;;in;Kalimantan Tengah, Indonesia;0;0;0;https://x.com/KodyWu_/status/1893461040857276548;1303409066;KodyWu_
1,89E+18;Sat Feb 22 19:10:40 +0000 2025;1;@GunRomli Kalau Prabowo mau konsisten retret ini pemborosan kalau mau hemat mestinya diadakan secara virtual online. Pembinaan atau pengarahan linieritas pusat dan daerah bisa pakai zoom seperti K/L . #efisiensianggaran #IndonesiaGelap #retretkepaladaerah;1,89E+18;;GunRomli;in;Jakarta ;0;0;1;https://x.com/sehatsinergis/status/1893377886356210095;164113972;sehatsinergis
1,89E+18;Sat Feb 22 16:17:10 +0000 2025;0;Dalam dinamika pembangunan yang terus berkembang efisiensi anggaran bukan sekadar pilihan melainkan kebutuhan strategis untuk memastikan kemajuan yang berkelanjutan. #EfisiensiAnggaran #APBN2025 #InfoAPBN https://t.co/R4LWgp9ilz;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1893334105552494592/pu/img/dJx-42kb_Dh-igUv.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893334227258671174;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 16:15:55 +0000 2025;0;Dalam dinamika pembangunan yang terus berkembang efisiensi anggaran bukan sekadar pilihan melainkan kebutuhan strategis untuk memastikan kemajuan yang berkelanjutan. #EfisiensiAnggaran #APBN2025 #InfoAPBN https://t.co/rX1nNxXlJM;1,89E+18;https://pbs.twimg.com/media/GkZ5KH2WwAASyJu.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893333911331094602;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 16:15:44 +0000 2025;0;Dalam dinamika pembangunan yang terus berkembang efisiensi anggaran bukan sekadar pilihan melainkan kebutuhan strategis untuk memastikan kemajuan yang berkelanjutan. #EfisiensiAnggaran #APBN2025 #InfoAPBN https://t.co/KDutqip0dq;1,89E+18;https://pbs.twimg.com/media/GkZ5HVzXwAEYPiR.jpg;;in;;0;0;0;https://x.com/Meme_Pemerintah/status/1893333863738356128;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 14:22:54 +0000 2025;75;Pelayanan publik tetap nomor 1 efisiensi anggaran nggak bikin kualitas turun! #PelayananTerbaik #EfisiensiTanpaMengorbankan #PublicService #KualitasTerjaga #EfisiensiAnggaran #Indonesia https://t.co/kKMhjsTcbj;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1893305409995194368/pu/img/86oa9TNl7Wa947-M.jpg;;in;;0;0;0;https://x.com/IndonesiaM235/status/1893305470506471547;1,86E+18;IndonesiaM235
1,89E+18;Sat Feb 22 14:22:25 +0000 2025;82;Pelayanan publik tetap nomor 1 efisiensi anggaran nggak bikin kualitas turun! #PelayananTerbaik #EfisiensiTanpaMengorbankan #PublicService #KualitasTerjaga #EfisiensiAnggaran #Indonesia https://t.co/ROENHSySp5;1,89E+18;https://pbs.twimg.com/media/GkZfLcoWAAAmp5R.jpg;;in;;0;5;0;https://x.com/IndonesiaM235/status/1893305346795675947;1,86E+18;IndonesiaM235
1,89E+18;Sat Feb 22 14:22:18 +0000 2025;33;Pelayanan publik tetap nomor 1 efisiensi anggaran nggak bikin kualitas turun! #PelayananTerbaik #EfisiensiTanpaMengorbankan #PublicService #KualitasTerjaga #EfisiensiAnggaran #Indonesia https://t.co/CAP0j7uqlX;1,89E+18;https://pbs.twimg.com/media/GkZfJ5JaoAAR7Ko.jpg;;in;;0;5;0;https://x.com/IndonesiaM235/status/1893305320199340250;1,86E+18;IndonesiaM235
1,89E+18;Sat Feb 22 11:10:33 +0000 2025;4; Efisiensi anggaran adalah kunci untuk masa depan yang lebih baik! Pemerintah berkomitmen menjaga hak masyarakat tanpa mengurangi layanan publik #EfisiensiAnggaran #PenghematanUntukRakyat #HematUangRakyat #PresidenPrabowo #PrabowoSubianto #Anggaran #Efisiensi https://t.co/QzxFxsfwBf;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1893255389644496896/pu/img/ZQbvFaUSOMkZ9zMB.jpg;;in;;0;3;0;https://x.com/Meme_Pemerintah/status/1893257065100980387;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 11:03:35 +0000 2025;4; Efisiensi anggaran adalah kunci untuk masa depan yang lebih baik! Pemerintah berkomitmen menjaga hak masyarakat tanpa mengurangi layanan publik #EfisiensiAnggaran #PenghematanUntukRakyat #HematUangRakyat #PresidenPrabowo #PrabowoSubianto #Anggaran #Efisiensi https://t.co/6lcItNL5CZ;1,89E+18;https://pbs.twimg.com/media/GkYxq9gaoAE6MpM.jpg;;in;;0;3;0;https://x.com/Meme_Pemerintah/status/1893255310938382698;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 11:03:18 +0000 2025;4; Efisiensi anggaran adalah kunci untuk masa depan yang lebih baik! Pemerintah berkomitmen menjaga hak masyarakat tanpa mengurangi layanan publik #EfisiensiAnggaran #PenghematanUntukRakyat #HematUangRakyat #PresidenPrabowo #PrabowoSubianto #Anggaran #Efisiensi https://t.co/7VyO1dqoVs;1,89E+18;https://pbs.twimg.com/media/GkYxmnCaoAEVgO-.jpg;;in;;0;4;0;https://x.com/Meme_Pemerintah/status/1893255236770296087;1,87E+18;Meme_Pemerintah
1,89E+18;Sat Feb 22 07:20:28 +0000 2025;1;Retret kepala daerah di Magelang tetap dilaksanakan meski ada pemangkasan anggaran. Kementerian Dalam Negeri menyatakan pembiayaan retret ini sepenuhnya berasal dari APBN. sc/Tempo.co #KanalSA #RetretKepalaDaerah #EfisiensiAnggaran https://t.co/mnSyCbqrLU;1,89E+18;https://pbs.twimg.com/media/GkX-mRUaoAISJNr.jpg;;in;Jakarta;0;0;0;https://x.com/kanalsa_id/status/1893199160352088419;1,77E+18;kanalsa_id
1,89E+18;Sat Feb 22 06:53:15 +0000 2025;120;Efisiensi anggaran tidak menghilangkan PIP KIP BOP dan tunjangan guru non-ASN. Pengawasan juga diperkuat agar kebijakan ini tak membebani mahasiswa dengan kenaikan UKT. #EfisiensiAnggaran #EfisiensiPeduliPendidikan #PendidikanYangUtama https://t.co/XUMYDfanFC;1,89E+18;https://pbs.twimg.com/media/GkX4KqNW0AAw2vC.jpg;;in;;0;0;140;https://x.com/selputtt/status/1893192313406623871;1,56E+18;selputtt
1,89E+18;Sat Feb 22 05:49:17 +0000 2025;2;Menteri Dalam Negeri Muhammad Tito Karnavian akan mengeluarkan surat edaran hari ini perihal anggaran item-item yang mesti dipotong sebagai tindak lanjut atas efisiensi anggaran. ~N #Mendagri #TitoKarnavian #EfisiensiAnggaran #APBD https://t.co/zjLx9mlnlZ;1,89E+18;;;in;Jakarta;0;0;1;https://x.com/kompascom/status/1893176215311143249;23343960;kompascom
1,89E+18;Sat Feb 22 03:37:57 +0000 2025;0;Pemerintah memastikan bahwa kebijakan efisiensi anggaran tidak akan berdampak pada sektor pendidikan. #EfisiensiAnggaran #PendidikanPrioritas #IndonesiaMaju #GenerasiCerdas #SriMulyani https://t.co/wPOASVl0K1;1,89E+18;https://pbs.twimg.com/media/GkXLNZsXIAAbXtM.jpg;ind_nusantaraku;in;Denpasar, Bali;0;1;0;https://x.com/ind_nusantaraku/status/1893143164548268168;388677986;ind_nusantaraku
1,89E+18;Fri Feb 21 15:05:23 +0000 2025;1; Dari alun-alun ke keraton naik delman lewat tengah kota menyiapkan bubur meskipun dirundung pemangkasan anggaran rakyat Jogja tetap penuh ucapan syukur. #Komisi2DPRRI #KunkerSpesifik #EfisiensiAnggaran https://t.co/w7ku6S1obX;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1892953424708452352/pu/img/7w6EZCy5ncdkVRys.jpg;;in;Solo-Jakarta PP;0;1;0;https://x.com/ariabima99/status/1892953772265017524;168052875;ariabima99
1,89E+18;Fri Feb 21 12:50:50 +0000 2025;0;#USK #UKT #UangKuliahTunggal #EfisiensiAnggaran Universitas Syiah Kuala (USK) berkomitmen untuk tidak menaikkan Uang Kuliah Tunggal (UKT) dalam merespon kebijakan pemerintah pusat terkait efisiensi anggaran https://t.co/ANvsTG0lSR via @tribunnews;1,89E+18;;;in;Aceh;0;0;0;https://x.com/serambinews/status/1892919912949334312;64635651;serambinews
1,89E+18;Fri Feb 21 12:21:34 +0000 2025;1;Gimana menurut kamu? Efisiensi anggaran ini beneran solusi atau malah bikin ribet? Drop pendapat kamu di komentar! ⬇️ #EfisiensiAnggaran #DuniaKerja #PendidikanIndonesia #KebijakanPublik #DiskusiTerbuka;1,89E+18;;worklit_;in;;0;1;0;https://x.com/worklit_/status/1892912546463510777;1,89E+18;worklit_
1,89E+18;Fri Feb 21 11:54:09 +0000 2025;0;Menurut Mas Dar Indonesia harus terang dengan birokrasi yang lebih ramping anggaran yang lebih efisien dan pelayanan publik yang tetap optimal. #wamentansudaryono #efisiensianggaran #indonesiaterang #indonesiabercahaya #tepatsasaran #pemeniall https://t.co/I7U9yoHhE0;1,89E+18;https://pbs.twimg.com/media/GkTzp9qW4AAIfNb.jpg;;in;;0;0;0;https://x.com/Swasembadaa/status/1892905649107005790;1,85E+18;Swasembadaa
1,89E+18;Fri Feb 21 11:36:03 +0000 2025;19;PKB setuju rekonstruksi anggaran Kemenpora tapi ingatkan dampaknya! Habib Syarief Muhammad menegaskan efisiensi tak boleh menghambat prestasi atlet. #efisiensianggaran https://t.co/KapF9N2GHj;1,89E+18;https://pbs.twimg.com/amplify_video_thumb/1892900987708256256/img/Tlxac6Ao70-Pnox6.jpg;;in;DKI Jakarta, Indonesia;0;1;9;https://x.com/DPP_PKB/status/1892901090506744304;748953283;DPP_PKB
1,89E+18;Fri Feb 21 09:24:33 +0000 2025;0;Halo gaez... Gabut karena efisiensi anggaran tetapi pingin tetap produktif? Join aja di Digital Talent Scholarship (DTS). Dapat ilmunya dapat sertifikatnya. Informasi lebih lanjut klik https://t.co/8seeVfe6fJ Semoga bermanfaat #jadijagoandigital #gabut #efisiensianggaran https://t.co/sSiPd1r840;1,89E+18;https://pbs.twimg.com/media/GkTQ5kXbUAAl-zX.jpg;;in;Sleman, DIY, Indonesia;0;0;0;https://x.com/JuniarFirdians/status/1892867999809392862;339515511;JuniarFirdians
1,89E+18;Fri Feb 21 09:01:51 +0000 2025;0;Niatnya sih baik mau memberi makan seluruh anak Indonesia Sayangnya anak nya dapat makan gratis emak bapak nya kelaparan di rumah #EfisiensiAnggaran;1,89E+18;;;in;;0;0;0;https://x.com/IritAndre/status/1892862287696056629;1,61E+18;IritAndre
1,89E+18;Thu Feb 20 15:21:47 +0000 2025;0;#EfisiensiAnggaran buat bikin set doang;1,89E+18;;;in;Indonesia;0;1;1;https://x.com/Ferly2702_/status/1892595511573745847;371641601;Ferly2702_
1,89E+18;Thu Feb 20 14:58:39 +0000 2025;0;Ortu gw yang kerja di BRIN terancam dipindah ke Cibinong gara gara efisiensi padahal dari sini kesana jauh masa disuruh pindah kesana satu keluarga??? #IndonesiaGelap #IndonesiaGelap2025 #EfisiensiAnggaran;1,89E+18;;;in;Indonesia;0;0;0;https://x.com/SeazSharp/status/1892589690143772879;1,78E+18;SeazSharp
1,89E+18;Thu Feb 20 13:44:48 +0000 2025;0;Kelompok Demonstran Tuntut Prabowo Hentikan Efisiensi Anggaran https://t.co/7JDHHiEvpU #efisiensianggaran #indonesiagelap #prabowo;1,89E+18;;;in;Indonesia;0;0;0;https://x.com/TubasMediaCom/status/1892571104004214813;259697516;TubasMediaCom
1,89E+18;Thu Feb 20 13:37:56 +0000 2025;7;TANGGAPANNYA DETIKERS! Seratusan mahasiswa di Medan melakukan unjuk rasa di depan DPRD Sumut siang ini. Mereka protes terkait efisiensi anggaran yang dinilai merugikan banyak pihak. #DemoMahasiswa #IndonesiaGelap #EfisiensiAnggaran #DPRDSumut https://t.co/1OLUHbf9m5;1,89E+18;https://pbs.twimg.com/ext_tw_video_thumb/1892568522288451585/pu/img/f5ATOgyPzqtLLmuo.jpg;;in;Sumatera Utara, Indonesia;0;1;6;https://x.com/detiksumut_/status/1892569377859350844;1,61E+18;detiksumut_
1,89E+18;Thu Feb 20 08:30:47 +0000 2025;4;Gubernur Jakarta Pramono Anung mengatakan dirinya dan Wakil Gubernur Jakarta Rano Karno mendukung penuh efisiensi anggaran yang diinstruksikan Presiden Prabowo Subianto. ~N #EfisiensiAnggaran #PramonoAnung https://t.co/k7jp4UMID1;1,89E+18;;;in;Jakarta;0;0;0;https://x.com/kompascom/status/1892492080699887685;23343960;kompascom
1,89E+18;Thu Feb 20 07:07:47 +0000 2025;1;Efisiensi anggaran banyak pendidik yang kena dampaknya ada yg dirumahkan ada harus mengajar tapi tidak di gaji. #IndonesiaGelap2025 #IndonesiaGelap #EfisiensiAnggaran;1,89E+18;;;in;;0;0;0;https://x.com/Almaa_128/status/1892471192499736775;1,89E+18;Almaa_128
1,89E+18;Thu Feb 20 06:27:03 +0000 2025;0;@BosPurwa Lounching louching tanda petik ngawur. Bener bener #IndonesiaGelap #IndonesiaGelap2025 Ngomong-ngomong itu Dewa 19 lead singer -nya siapa ya ? Mantap betul #EfisiensiAnggaran ;1,89E+18;;BosPurwa;in;Omnipresent;0;0;0;https://x.com/PRYGH77/status/1892460941930881417;1,05E+18;PRYGH77
1,89E+18;Thu Feb 20 06:24:52 +0000 2025;0;Pemprov Jabar masih terus mematangkan detail kebijakan efisiensi anggaran sesuai arahan pemerintah pusat! Berita selengkapnya: https://t.co/9H9QXI4AS7 : Dok. Pemprov Jabar #Hukum #Pemprovjabar #APBD #Efisiensianggaran https://t.co/gzgZbNvvyu;1,89E+18;https://pbs.twimg.com/media/GkNesTXWwAAh7Y_.jpg;;in;Indonesia;0;0;0;https://x.com/sokoguruid/status/1892460392485449872;1,44E+18;sokoguruid
